GWP100a,InputFlow,Amount,InitialValue,ProcessLocation,ProcessName
0.09464719924223472,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.001060853381197505,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.09483231708134565,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.001273024057437006,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.09501743619193154,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.001485194733676507,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.095202556217981,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.001697365409916008,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.09538767778304608,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.0019095360861555088,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.09557279841091752,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.0021217067623950096,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
0.09575792149345963,"market for heavy fuel oil | heavy fuel oil | Cutoff, U",0.002333877438634511,0.00212170676239501,RoW,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U"
